institution_id,UNITID,school_id,gss_code,year,Institution_Name,hdg_inst,toc_code,institution_state,hbcu_flag,land_grant_flag,carnegie_code_1994,carnegie_code_2005,carnegie_code_2010,full_school_name,school_name,school_type_code,hdg_code,pt_tot_all_races_v,pt_tot_forgn_v,pt_tot_hisp_v,pt_tot_indian_v,pt_tot_asian_v,pt_tot_black_v,pt_tot_pacific_v,pt_tot_white_v,pt_tot_multi_non_hisp_v,pt_tot_asian_pi_98_v,pt_tot_other_98_v,pt_tot_unknown_v,pt_men_all_races_v,pt_men_forgn_v,pt_men_hisp_v,pt_men_indian_v,pt_men_asian_v,pt_men_black_v,pt_men_pacific_v,pt_men_white_v,pt_men_multi_non_hisp_v,pt_men_asian_pi_98_v,pt_men_other_98_v,pt_men_unknown_v,pt_wmen_all_races_v,pt_wmen_forgn_v,pt_wmen_hisp_v,pt_wmen_indian_v,pt_wmen_asian_v,pt_wmen_black_v,pt_wmen_pacific_v,pt_wmen_white_v,pt_wmen_multi_non_hisp_v,pt_wmen_asian_pi_98_v,pt_wmen_other_98_v,pt_wmen_unknown_v,ft_tot_all_races_v,ft_tot_forgn_v,ft_tot_hisp_v,ft_tot_indian_v,ft_tot_asian_v,ft_tot_black_v,ft_tot_pacific_v,ft_tot_white_v,ft_tot_multi_non_hisp_v,ft_tot_asian_pi_98_v,ft_tot_other_98_v,ft_tot_unknown_v,ft_men_all_races_v,ft_men_forgn_v,ft_men_hisp_v,ft_men_indian_v,ft_men_asian_v,ft_men_black_v,ft_men_pacific_v,ft_men_white_v,ft_men_multi_non_hisp_v,ft_men_asian_pi_98_v,ft_men_other_98_v,ft_men_unknown_v,ft_wmen_all_races_v,ft_wmen_forgn_v,ft_wmen_hisp_v,ft_wmen_indian_v,ft_wmen_asian_v,ft_wmen_black_v,ft_wmen_pacific_v,ft_wmen_white_v,ft_wmen_multi_non_hisp_v,ft_wmen_asian_pi_98_v,ft_wmen_other_98_v,ft_wmen_unknown_v,ft_frst_tot_all_races_v,ft_frst_tot_forgn_v,ft_frst_tot_hisp_v,ft_frst_tot_indian_v,ft_frst_tot_asian_v,ft_frst_tot_black_v,ft_frst_tot_pacific_v,ft_frst_tot_white_v,ft_frst_tot_multi_non_hisp_v,ft_frst_tot_unknown_v,ft_frst_men_all_races_v,ft_frst_men_forgn_v,ft_frst_men_hisp_v,ft_frst_men_indian_v,ft_frst_men_asian_v,ft_frst_men_black_v,ft_frst_men_pacific_v,ft_frst_men_white_v,ft_frst_men_multi_non_hisp_v,ft_frst_men_unknown_v,ft_frst_wmen_all_races_v,ft_frst_wmen_forgn_v,ft_frst_wmen_hisp_v,ft_frst_wmen_indian_v,ft_frst_wmen_asian_v,ft_frst_wmen_black_v,ft_frst_wmen_pacific_v,ft_frst_wmen_white_v,ft_frst_wmen_multi_non_hisp_v,ft_frst_wmen_unknown_v
943,216339,1150,714,1983,Temple University,1,1,PA,0,0,R1,16,16,"Temple University, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
943,216339,1150,715,1983,Temple University,1,1,PA,0,0,R1,16,16,"Temple University, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
943,216339,1150,716,1983,Temple University,1,1,PA,0,0,R1,16,16,"Temple University, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
943,216339,1150,717,1983,Temple University,1,1,PA,0,0,R1,16,16,"Temple University, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
943,216339,1150,722,1983,Temple University,1,1,PA,0,0,R1,16,16,"Temple University, School of Medicine",School of Medicine,M,2,2,0,0,0,,0,,2,,0,,0,0,,,,,,,,,,,,2,,,,,,,,,,,,1,1,0,0,,0,,0,,0,,0,1,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
943,216339,1151,614,1983,Temple University,1,1,PA,0,0,R1,16,16,"Temple University, School of Pharmacy",School of Pharmacy,U,1,2,0,0,0,,0,,2,,0,,0,1,,,,,,,,,,,,1,,,,,,,,,,,,17,0,0,0,,0,,17,,0,,0,15,,,,,,,,,,,,2,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
943,216339,1151,720,1983,Temple University,1,1,PA,0,0,R1,16,16,"Temple University, School of Pharmacy",School of Pharmacy,U,1,23,0,0,0,,0,,23,,0,,0,17,,,,,,,,,,,,6,,,,,,,,,,,,31,1,0,0,,0,,30,,0,,0,24,,,,,,,,,,,,7,,,,,,,,,,,,10,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,
944,215062,1152,103,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,13,1,0,0,,1,,11,,0,,0,13,,,,,,,,,,,,0,,,,,,,,,,,,53,4,0,0,,2,,44,,3,,0,41,,,,,,,,,,,,12,,,,,,,,,,,,18,,,,,,,,,,14,,,,,,,,,,4,,,,,,,,,
944,215062,1152,104,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,18,0,0,0,,0,,14,,1,,3,15,,,,,,,,,,,,3,,,,,,,,,,,,68,18,0,0,,2,,47,,1,,0,50,,,,,,,,,,,,18,,,,,,,,,,,,16,,,,,,,,,,11,,,,,,,,,,5,,,,,,,,,
944,215062,1152,105,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,19,9,0,0,,0,,10,,0,,0,18,,,,,,,,,,,,1,,,,,,,,,,,,30,16,0,0,,0,,12,,2,,0,26,,,,,,,,,,,,4,,,,,,,,,,,,9,,,,,,,,,,7,,,,,,,,,,2,,,,,,,,,
944,215062,1152,106,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,33,3,0,0,,0,,30,,0,,0,31,,,,,,,,,,,,2,,,,,,,,,,,,40,30,0,1,,0,,8,,1,,0,39,,,,,,,,,,,,1,,,,,,,,,,,,19,,,,,,,,,,18,,,,,,,,,,1,,,,,,,,,
944,215062,1152,108,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,62,0,3,0,,0,,55,,4,,0,57,,,,,,,,,,,,5,,,,,,,,,,,,34,16,1,0,,1,,16,,0,,0,29,,,,,,,,,,,,5,,,,,,,,,,,,28,,,,,,,,,,23,,,,,,,,,,5,,,,,,,,,
944,215062,1152,109,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,32,2,1,0,,0,,22,,7,,0,29,,,,,,,,,,,,3,,,,,,,,,,,,34,23,0,0,,1,,10,,0,,0,28,,,,,,,,,,,,6,,,,,,,,,,,,14,,,,,,,,,,12,,,,,,,,,,2,,,,,,,,,
944,215062,1152,110,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,7,0,0,0,,0,,4,,3,,0,6,,,,,,,,,,,,1,,,,,,,,,,,,36,6,1,0,,0,,19,,10,,0,27,,,,,,,,,,,,9,,,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,0,,,,,,,,,
944,215062,1152,114,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,51,3,0,0,,0,,46,,2,,0,40,,,,,,,,,,,,11,,,,,,,,,,,,55,15,0,0,,1,,39,,0,,0,52,,,,,,,,,,,,3,,,,,,,,,,,,20,,,,,,,,,,18,,,,,,,,,,2,,,,,,,,,
944,215062,1152,201,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,1,0,0,0,,1,,0,,0,,0,1,,,,,,,,,,,,0,,,,,,,,,,,,7,1,1,0,,0,,5,,0,,0,6,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,0,,,,,,,,,
944,215062,1152,202,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,153,22,5,0,,2,,118,,6,,0,113,,,,,,,,,,,,40,,,,,,,,,,,,40,,,,,,,,,,26,,,,,,,,,,14,,,,,,,,,
944,215062,1152,203,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,4,0,0,0,,0,,4,,0,,0,3,,,,,,,,,,,,1,,,,,,,,,,,,98,45,0,1,,0,,52,,0,,0,90,,,,,,,,,,,,8,,,,,,,,,,,,23,,,,,,,,,,19,,,,,,,,,,4,,,,,,,,,
944,215062,1152,302,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,3,0,0,0,,0,,3,,0,,0,3,,,,,,,,,,,,0,,,,,,,,,,,,21,5,0,0,,1,,14,,1,,0,12,,,,,,,,,,,,9,,,,,,,,,,,,8,,,,,,,,,,3,,,,,,,,,,5,,,,,,,,,
944,215062,1152,401,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,119,10,1,0,,1,,107,,0,,0,85,,,,,,,,,,,,34,,,,,,,,,,,,126,50,2,0,,1,,67,,6,,0,96,,,,,,,,,,,,30,,,,,,,,,,,,40,,,,,,,,,,30,,,,,,,,,,10,,,,,,,,,
944,215062,1152,402,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,6,2,0,0,,0,,4,,0,,0,5,,,,,,,,,,,,1,,,,,,,,,,,,39,23,0,0,,0,,16,,0,,0,32,,,,,,,,,,,,7,,,,,,,,,,,,15,,,,,,,,,,11,,,,,,,,,,4,,,,,,,,,
944,215062,1152,601,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,7,0,0,0,,0,,7,,0,,0,4,,,,,,,,,,,,3,,,,,,,,,,,,43,1,0,0,,1,,41,,0,,0,34,,,,,,,,,,,,9,,,,,,,,,,,,3,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,
944,215062,1152,602,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,1,0,0,0,,0,,0,,1,,0,1,,,,,,,,,,,,0,,,,,,,,,,,,33,2,0,0,,0,,31,,0,,0,18,,,,,,,,,,,,15,,,,,,,,,,,,12,,,,,,,,,,7,,,,,,,,,,5,,,,,,,,,
944,215062,1152,603,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,75,7,0,0,,0,,63,,1,,4,50,,,,,,,,,,,,25,,,,,,,,,,,,14,,,,,,,,,,10,,,,,,,,,,4,,,,,,,,,
944,215062,1152,604,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,15,1,0,0,,0,,14,,0,,0,7,,,,,,,,,,,,8,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
944,215062,1152,605,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,21,2,0,0,,0,,19,,0,,0,15,,,,,,,,,,,,6,,,,,,,,,,,,3,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,
944,215062,1152,607,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,28,3,0,0,,1,,24,,0,,0,18,,,,,,,,,,,,10,,,,,,,,,,,,4,,,,,,,,,,3,,,,,,,,,,1,,,,,,,,,
944,215062,1152,609,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,7,2,0,0,,1,,4,,0,,0,4,,,,,,,,,,,,3,,,,,,,,,,,,4,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,
944,215062,1152,610,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,38,2,0,0,,0,,36,,0,,0,17,,,,,,,,,,,,21,,,,,,,,,,,,8,,,,,,,,,,2,,,,,,,,,,6,,,,,,,,,
944,215062,1152,611,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,3,0,0,0,,0,,3,,0,,0,1,,,,,,,,,,,,2,,,,,,,,,,,,62,6,0,0,,1,,55,,0,,0,30,,,,,,,,,,,,32,,,,,,,,,,,,17,,,,,,,,,,5,,,,,,,,,,12,,,,,,,,,
944,215062,1152,613,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,2,0,0,0,,0,,2,,0,,0,1,,,,,,,,,,,,1,,,,,,,,,,,,16,5,0,0,,0,,11,,0,,0,8,,,,,,,,,,,,8,,,,,,,,,,,,6,,,,,,,,,,5,,,,,,,,,,1,,,,,,,,,
944,215062,1152,614,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,16,0,0,0,,0,,13,,3,,0,11,,,,,,,,,,,,5,,,,,,,,,,,,4,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,
944,215062,1152,615,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,30,2,0,0,,0,,27,,1,,0,20,,,,,,,,,,,,10,,,,,,,,,,,,4,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,
944,215062,1152,707,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,4,0,0,0,,0,,4,,0,,0,4,,,,,,,,,,,,0,,,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,0,,,,,,,,,
944,215062,1152,717,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,2,0,0,0,,0,,2,,0,,0,0,,,,,,,,,,,,2,,,,,,,,,,,,13,9,0,0,,0,,4,,0,,0,8,,,,,,,,,,,,5,,,,,,,,,,,,4,,,,,,,,,,3,,,,,,,,,,1,,,,,,,,,
944,215062,1152,801,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,48,8,0,0,,1,,39,,0,,0,25,,,,,,,,,,,,23,,,,,,,,,,,,12,,,,,,,,,,4,,,,,,,,,,8,,,,,,,,,
944,215062,1152,902,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,10,0,0,0,,0,,10,,0,,0,2,,,,,,,,,,,,8,,,,,,,,,,,,135,13,0,0,,0,,122,,0,,0,46,,,,,,,,,,,,89,,,,,,,,,,,,12,,,,,,,,,,5,,,,,,,,,,7,,,,,,,,,
944,215062,1152,903,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,210,25,5,0,,0,,180,,0,,0,183,,,,,,,,,,,,27,,,,,,,,,,,,35,,,,,,,,,,29,,,,,,,,,,6,,,,,,,,,
944,215062,1152,905,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,3,0,0,0,,0,,3,,0,,0,1,,,,,,,,,,,,2,,,,,,,,,,,,36,3,0,0,,1,,32,,0,,0,18,,,,,,,,,,,,18,,,,,,,,,,,,8,,,,,,,,,,5,,,,,,,,,,3,,,,,,,,,
944,215062,1152,906,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,4,1,0,0,,0,,3,,0,,0,1,,,,,,,,,,,,3,,,,,,,,,,,,65,25,1,0,,2,,37,,0,,0,23,,,,,,,,,,,,42,,,,,,,,,,,,13,,,,,,,,,,4,,,,,,,,,,9,,,,,,,,,
944,215062,1152,907,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,12,3,0,0,,0,,9,,0,,0,7,,,,,,,,,,,,5,,,,,,,,,,,,146,60,0,0,,3,,83,,0,,0,105,,,,,,,,,,,,41,,,,,,,,,,,,38,,,,,,,,,,23,,,,,,,,,,15,,,,,,,,,
944,215062,1152,908,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,8,1,0,0,,1,,6,,0,,0,2,,,,,,,,,,,,6,,,,,,,,,,,,83,45,2,0,,2,,34,,0,,0,51,,,,,,,,,,,,32,,,,,,,,,,,,19,,,,,,,,,,12,,,,,,,,,,7,,,,,,,,,
944,215062,1152,910,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, Graduate School",Graduate School,G,1,68,36,1,0,,5,,26,,0,,0,48,,,,,,,,,,,,20,,,,,,,,,,,,167,49,0,0,,4,,114,,0,,0,118,,,,,,,,,,,,49,,,,,,,,,,,,42,,,,,,,,,,29,,,,,,,,,,13,,,,,,,,,
944,215062,1153,611,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
944,215062,1153,613,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
944,215062,1153,701,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
944,215062,1153,702,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
944,215062,1153,704,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
944,215062,1153,705,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
944,215062,1153,706,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
944,215062,1153,707,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
944,215062,1153,708,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
944,215062,1153,709,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
944,215062,1153,710,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
944,215062,1153,711,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
944,215062,1153,713,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
944,215062,1153,715,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
944,215062,1153,716,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
944,215062,1153,717,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
944,215062,1153,722,1983,University of Pennsylvania,1,2,PA,0,0,R1,15,15,"University of Pennsylvania, School of Medicine",School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
945,215929,1154,202,1983,University of Scranton,2,2,PA,0,0,C1,19,18,University of Scranton,,G,2,14,3,0,0,,0,,9,,1,,1,10,,,,,,,,,,,,4,,,,,,,,,,,,7,2,2,0,,0,,3,,0,,0,5,,,,,,,,,,,,2,,,,,,,,,,,,3,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,
945,215929,1154,203,1983,University of Scranton,2,2,PA,0,0,C1,19,18,University of Scranton,,G,2,16,3,0,1,,0,,12,,0,,0,14,,,,,,,,,,,,2,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
945,215929,1154,602,1983,University of Scranton,2,2,PA,0,0,C1,19,18,University of Scranton,,G,2,8,0,2,0,,0,,6,,0,,0,0,,,,,,,,,,,,8,,,,,,,,,,,,18,6,0,1,,0,,11,,0,,0,8,,,,,,,,,,,,10,,,,,,,,,,,,13,,,,,,,,,,6,,,,,,,,,,7,,,,,,,,,
945,215929,1154,722,1983,University of Scranton,2,2,PA,0,0,C1,19,18,University of Scranton,,G,2,45,3,1,0,,3,,36,,1,,1,13,,,,,,,,,,,,32,,,,,,,,,,,,42,3,1,1,,2,,35,,0,,0,12,,,,,,,,,,,,30,,,,,,,,,,,,18,,,,,,,,,,5,,,,,,,,,,13,,,,,,,,,
946,216597,1155,104,1983,Villanova University,1,2,PA,0,0,C1,18,18,Villanova University,Graduate School,G,2,32,0,1,0,,1,,30,,0,,0,26,,,,,,,,,,,,6,,,,,,,,,,,,9,4,0,0,,0,,5,,0,,0,7,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,0,,,,,,,,,
